Typed Link Prediction: Decoder Comparison - 2025-10-19 00:11:50
================================================================================

R-GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7254
Total Epochs Trained: 447
Early Stopping Best Score: 0.4753 (Hits@10 at epoch 367)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
389      0.1715         0.6951       0.0930       0.3112       0.4535      
390      0.1551         0.6980       0.0996       0.3387       0.4516      
391      0.1623         0.6951       0.0949       0.3131       0.4488      
392      0.1816         0.7006       0.1053       0.3140       0.4592      
393      0.1761         0.6972       0.1006       0.3188       0.4374      
394      0.1680         0.6929       0.0996       0.2865       0.4326      
395      0.1800         0.6865       0.1025       0.3074       0.4478      
396      0.1759         0.6961       0.1015       0.3159       0.4450      
397      0.1869         0.6964       0.0911       0.3074       0.4516      
398      0.1765         0.6798       0.1167       0.3083       0.4298      
399      0.1693         0.7068       0.1072       0.3292       0.4507      
400      0.1746         0.6994       0.0911       0.3245       0.4421      
401      0.1678         0.6969       0.0892       0.3254       0.4450      
402      0.1721         0.7058       0.0882       0.3245       0.4497      
403      0.1788         0.6977       0.0901       0.2970       0.4402      
404      0.1651         0.6969       0.1044       0.3121       0.4440      
405      0.1691         0.6796       0.0920       0.3083       0.4440      
406      0.1679         0.6872       0.0911       0.3083       0.4364      
407      0.1689         0.6975       0.0977       0.3036       0.4222      
408      0.1716         0.7037       0.0844       0.2970       0.4459      
409      0.1748         0.7026       0.0892       0.3074       0.4488      
410      0.1654         0.6814       0.0930       0.3102       0.4383      
411      0.1744         0.6876       0.0968       0.3131       0.4383      
412      0.1764         0.6948       0.0863       0.3074       0.4440      
413      0.1726         0.6980       0.0996       0.3046       0.4279      
414      0.1694         0.6894       0.0873       0.2960       0.4279      
415      0.1838         0.7037       0.1025       0.3169       0.4326      
416      0.1760         0.6899       0.0977       0.3074       0.4374      
417      0.1668         0.6989       0.1006       0.3083       0.4336      
418      0.1674         0.6858       0.0892       0.3036       0.4213      
419      0.1592         0.6949       0.1025       0.3140       0.4469      
420      0.1620         0.6959       0.1006       0.2932       0.4288      
421      0.1663         0.6974       0.0863       0.3292       0.4554      
422      0.1634         0.6771       0.0873       0.2846       0.4288      
423      0.1663         0.6958       0.1053       0.3273       0.4402      
424      0.1635         0.6887       0.0863       0.3140       0.4383      
425      0.1696         0.7008       0.0930       0.3197       0.4526      
426      0.1751         0.7049       0.0901       0.3140       0.4535      
427      0.1760         0.6934       0.0968       0.3150       0.4459      
428      0.1814         0.6995       0.0835       0.2970       0.4421      
429      0.1712         0.6909       0.0958       0.3008       0.4383      
430      0.1696         0.6907       0.0863       0.3065       0.4298      
431      0.1644         0.6900       0.1006       0.2979       0.4421      
432      0.1538         0.6989       0.1015       0.3216       0.4564      
433      0.1662         0.6848       0.0987       0.3065       0.4269      
434      0.1609         0.7034       0.1082       0.3121       0.4364      
435      0.1643         0.6841       0.1139       0.3083       0.4554      
436      0.1565         0.6956       0.0987       0.3121       0.4469      
437      0.1723         0.6973       0.1120       0.3131       0.4431      
438      0.1598         0.7149       0.1110       0.3254       0.4715      
439      0.1626         0.6954       0.1034       0.3178       0.4478      
440      0.1645         0.6909       0.1025       0.3159       0.4440      
441      0.1626         0.6844       0.1053       0.3207       0.4507      
442      0.1467         0.6857       0.1025       0.3178       0.4421      
443      0.1670         0.6899       0.1034       0.3330       0.4478      
444      0.1659         0.6794       0.1129       0.3330       0.4639      
445      0.1640         0.6829       0.1063       0.3121       0.4364      
446      0.1598         0.6873       0.1157       0.3055       0.4459      
447      0.1532         0.6818       0.0968       0.3027       0.4298      

R-GIN + DotProduct Training History
============================================================

